"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test that exporter endpoint is functional.","271213","test_exporter_endpoint","tests.integration","2025-12-18","passed","2025-12-18","","test_exporter","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    Furthermore, the previous test will refresh the charm till revision 102.
    This test will refresh the charm till the revision in src/snap.py, thus avoiding
    no-ops.
    ","37894","test_fail_and_rollback","tests.integration","2025-12-18","broken","2025-12-18","","test_upgrade","",""
"Test the expose-external config option.","161675","test_expose_external","tests.integration","2025-12-18","passed","2025-12-18","","test_expose_external","",""
"Test the database relation.","1028410","test_database_relation","tests.integration","2025-12-18","broken","2025-12-18","","test_charm","",""
"","258388","test_ubuntu_pro","tests.integration","2025-12-18","passed","2025-12-18","","test_subordinate_charms","",""
"Test encryption when backend database is using TLS.","252279","test_external_connectivity_with_data_integrator","tests.integration","2025-12-18","passed","2025-12-18","","test_data_integrator","",""
"Tries deploying an arm64 charm on amd64 host.","84456","test_arm_charm_on_amd_host","tests.integration","2025-12-18","passed","2025-12-18","","test_architecture","",""
"Test encryption when backend database is using TLS.","116206","test_deploy_and_relate","tests.integration","2025-12-18","passed","2025-12-18","","test_tls","",""
"Test encryption when backend database is using TLS.","222240","test_build_deploy_and_relate","tests.integration","2025-12-18","passed","2025-12-18","","test_tls","",""
"Test the database relation.","376290","test_database_relation","tests.integration","2025-12-18","passed","2025-12-18","","test_database","",""
"Test external connectivity and VIP with data-integrator hacluster.","827809","test_external_connectivity_vip_with_hacluster","tests.integration","2025-12-18","passed","2025-12-18","","test_hacluster","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","276882","test_upgrade_from_edge","tests.integration","2025-12-18","passed","2025-12-18","","test_upgrade","",""
"Test encryption when backend database is using TLS.","36897","test_connected_encryption","tests.integration","2025-12-18","passed","2025-12-18","","test_tls","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","380952","test_deploy_edge","tests.integration","2025-12-18","passed","2025-12-18","","test_upgrade","",""
"Test the failover of the hacluster leader.","51542","test_hacluster_failover","tests.integration","2025-12-18","broken","2025-12-18","","test_hacluster","",""
"Test that the exporter endpoint works when related with TLS","370220","test_exporter_endpoint","tests.integration","2025-12-18","passed","2025-12-18","","test_exporter_with_tls","",""
"","62523","test_landscape_client","tests.integration","2025-12-18","passed","2025-12-18","","test_subordinate_charms","",""
"Test endpoints when mysql-router-k8s is related to a TLS operator.","137204","test_expose_external_with_tls","tests.integration","2025-12-18","passed","2025-12-18","","test_expose_external","",""
"Ensure that mysqlrouter is externally accessible with TLS integration.","0","test_tls_along_with_ha_cluster","tests.integration","2025-12-18","skipped","2025-12-18","","test_hacluster","",""
"Ensure removal of VIP results in connection through data-integrator.","0","test_remove_vip","tests.integration","2025-12-18","skipped","2025-12-18","","test_hacluster","",""
"Test data integrator along with TLS operator","25883","test_external_connectivity_with_data_integrator_and_tls","tests.integration","2025-12-18","passed","2025-12-18","","test_data_integrator","",""
"Test the log rotation of mysqlrouter logs.","260546","test_log_rotation","tests.integration","2025-12-18","passed","2025-12-18","","test_log_rotation","",""
"Tries deploying an amd64 charm on arm64 host.","0","test_amd_charm_on_arm_host","tests.integration","2025-12-18","skipped","2025-12-18","","test_architecture","",""
